covariate,coef,exp(coef),exp(coef) lower 95%,exp(coef) upper 95%,p
SERVICE_UND_042B_4,0.22629260895619419,1.253942526415924,1.1833996132459155,1.328690530193375,1.8589497748118075e-14
MEDIAN_CODE_033_1,0.22396666801838402,1.2510293194471178,1.2104647235431374,1.2929532994032304,1.8380888630935094e-40
DECK_PROTECTION_6,0.22036505130935663,1.2465316955671688,1.0992069780163078,1.4136020777976794,0.0005948737886550312
STATE_21,-0.21930495153785273,0.803076781309117,0.7738696228611481,0.8333862676937358,4.010996931033426e-31
STRUCTURE_TYPE_043B_11,-0.21122125011509182,0.8095949240941923,0.7752890421699749,0.8454188121691278,1.1629161873587278e-21
STRUCTURE_TYPE_043B_1,-0.21070757569306095,0.8100108991276264,0.78808857128812,0.8325430422536522,3.3601943809892246e-51
MAINTENANCE_80,-0.20994296218688505,0.8106304812414895,0.6738381408458538,0.9751923159068122,0.025990263398723436
DECK_TYPE_4,0.20649115347913355,1.2293568586378547,1.1624597820368718,1.3001037190566624,4.719446596684862e-13
MAINTENANCE_72,-0.20398841760910294,0.8154718162459357,0.6333268537542331,1.0500017157799229,0.11372938144616146
APPR_SPANS_046_missing,-0.19684251081692397,0.8213199721391138,0.7589304553582128,0.8888383538597109,1.0425309698243532e-06
STRUCTURE_TYPE_043B_Other,0.19234465676628823,1.2120881993814854,0.6628805574113832,2.216323569387921,0.5321908660036312
SERVICE_UND_042B_2,-0.19057303703210213,0.8264853914845276,0.7932626872251586,0.8610994987382394,8.708360128334172e-20
SCOUR_CRITICAL_113_missing,0.19052570705969127,1.2098854758358477,1.1917878959291697,1.2282578717560104,1.5686523753271187e-135
PIER_PROTECTION_111_5,-0.18302843931592924,0.8327444727171802,0.7758816124889967,0.8937747018084526,3.9358760924611053e-07
STRUCTURE_TYPE_043B_6,0.17546876207310128,1.1918047585598444,1.1205875218313466,1.2675480985229686,2.38347310114034e-08
MAINTENANCE_60,-0.17271563363367998,0.8413768401039284,0.6870705388673288,1.0303381487296863,0.09475352257074625
SERVICE_ON_042A_4,-0.1710747759191216,0.8427585530700417,0.6628788571524169,1.0714506445774346,0.16254247349885514
MAINTENANCE_73,-0.16820654233196972,0.8451792513623473,0.6445874586966226,1.1081940197499545,0.2236787262201942
TOLL_020_Other,0.16560286792082388,1.1801043513568337,0.6559985020337067,2.1229412502831844,0.5804333799601806
ever_reconstructed,-0.15303591134256944,0.8580989057743108,0.8170125168420729,0.901251470341184,9.764028854195485e-10
STRUCTURE_KIND_043A_3,0.1526915197808337,1.1649655546783217,1.1348807705423618,1.1958478624484823,2.6921511466875378e-30
ADT_029_missing,0.15178614850191277,1.1639113056395978,1.0107254753002217,1.3403140224533092,0.03501928512509605
STRUCTURE_TYPE_043B_5,0.1482684875341895,1.1598242529171858,1.1232416856800593,1.1975982683018664,1.2209451459745876e-19
DECK_PROTECTION_4,0.14721914332877462,1.1586078363895236,0.9601641445071668,1.3980652435550234,0.12457018509686037
mean_srad_missing,0.14335991542924303,1.154145121558343,1.0921594768191643,1.2196487691490117,3.5816745636038406e-07
STATE_50,0.142004121289251,1.1525813986485458,1.0701285808436163,1.241387160656324,0.0001770432541940561
STRUCTURE_TYPE_043B_4,-0.14113988655990498,0.8683678302125519,0.8431281934823605,0.8943630332578026,6.697570303185723e-21
STATE_05,-0.14049808523783497,0.8689253287165273,0.8336654480854192,0.905676526020259,2.981906420158543e-11
STATE_51,0.1403369606730052,1.1506614612004444,1.1052839172287396,1.1979019848688655,8.128198202909773e-12
SERVICE_ON_042A_7,0.13742914906204304,1.147320414364818,0.9598460712521196,1.3714117009418874,0.1311080544595841
STATE_25,-0.13716782482257342,0.8718239001625279,0.8291626766863537,0.9166800849408164,8.389507052400821e-08
STATE_09,0.13686089834824905,1.1466686339252936,1.0730217057304379,1.225370324762482,5.3251333180011144e-05
SERVICE_ON_042A_8,-0.13345244196722594,0.8750690845522341,0.5842061344335285,1.3107460836260907,0.5174040159551329
years_since_reconstruction_missing,0.132756290614481,1.1419716552044858,1.087202216592336,1.1995001862468297,1.1960949608582571e-07
STATE_31,-0.13073828363909776,0.8774473866800117,0.8408208110523316,0.9156694342852835,1.8591569393199325e-09
MEDIAN_CODE_033_3,0.13024464113993767,1.1391070216803245,1.0914676111184545,1.1888257549958554,2.296171882791555e-09
MEMBRANE_TYPE_9,0.12982997365052984,1.138634768952171,1.0853584881251463,1.1945261876620377,1.095148575709916e-07
HISTORY_2,-0.12866929783075606,0.8792646922120181,0.8361926708463397,0.9245553398455489,5.141494435639028e-07
MAINTENANCE_74,0.12427845606602707,1.132331131576367,0.996114332450712,1.2871753269351316,0.05737674531368237
